unique_id,collision_id,crash_date,crash_time,vehicle_id,state_registration,vehicle_type,vehicle_year,travel_direction,vehicle_occupants,driver_sex,driver_license_status,driver_license_jurisdiction,pre_crash,point_of_impact,vehicle_damage,vehicle_damage_1,vehicle_damage_2,vehicle_damage_3,public_property_damage,contributing_factor_1,contributing_factor_2,vehicle_make,public_property_damage_type
20946025,4846377,2025-09-30T00:00:00.000,10:03,b2ccca2d-b732-4211-9222-5b37515d2357,NY,Sedan,2016,West,3,M,Licensed,NY,Merging,Center Front End,Center Front End,Right Front Bumper,Right Front Quarter Panel,Center Front End,N,Unspecified,Unspecified,FORD -CAR/SUV,
20946694,4846505,2025-09-30T00:00:00.000,15:46,a2a565b0-63f4-48da-81a1-ddc8931521fd,PA,Station Wagon/Sport Utility Vehicle,2012,South,3,F,Licensed,NY,Other*,Center Front End,Center Front End,Left Front Bumper,Right Front Bumper,Other,N,Other Vehicular,Unspecified,DODG -CAR/SUV,
20946192,4846581,2025-09-30T00:00:00.000,9:03,55b87b35-31b4-41fd-9a7b-e706073d216a,NY,Sedan,2016,South,2,F,Licensed,NY,Going Straight Ahead,Center Front End,No Damage,No Damage,No Damage,No Damage,N,Unspecified,Unspecified,CHEV -CAR/SUV,
20946203,4846619,2025-09-30T00:00:00.000,7:56,eaa01970-b3b2-413f-8c86-758ba0182d0f,NY,Station Wagon/Sport Utility Vehicle,2013,West,4,M,Licensed,NY,Going Straight Ahead,Center Front End,Center Front End,Center Front End,Center Front End,Center Front End,N,Driver Inattention/Distraction,Driver Inexperience,HOND -CAR/SUV,
20946541,4846583,2025-09-30T00:00:00.000,11:35,2a2ecf54-606c-4232-ab96-df834049f515,NY,Station Wagon/Sport Utility Vehicle,2024,West,1,M,Licensed,NY,Stopped in Traffic,Right Front Bumper,Right Front Bumper,,,,N,Other Vehicular,Unspecified,TOYT -CAR/SUV,
20945485,4846299,2025-09-30T00:00:00.000,0:00,c3853e6b-3aae-4626-804f-5ce1587fafb6,NY,Station Wagon/Sport Utility Vehicle,2008,West,1,M,Licensed,NY,Changing Lanes,Left Side Doors,Left Side Doors,,,,N,Unsafe Lane Changing,Unspecified,CHEV -CAR/SUV,
20945741,4846257,2025-09-30T00:00:00.000,7:55,a1e07196-7f27-4d66-b57e-37de9bab52e7,PA,Sedan,,East,1,,,,Going Straight Ahead,Right Front Bumper,Right Front Bumper,Right Front Quarter Panel,,,N,Other Vehicular,Unspecified,HOND -CAR/SUV,
20946976,4846864,2025-09-30T00:00:00.000,10:00,60e71688-b8a2-4da3-aba6-5735fe078eab,NY,Station Wagon/Sport Utility Vehicle,2024,West,1,M,Licensed,NY,Going Straight Ahead,Center Back End,Center Back End,,,,N,Unspecified,Unspecified,JEEP -CAR/SUV,
20946521,4846623,2025-09-30T00:00:00.000,8:38,6e9a2f4c-ab1b-4b2c-9d69-fe63f2996cc6,NY,Sedan,2024,East,0,M,Licensed,NY,Going Straight Ahead,Left Rear Quarter Panel,Left Rear Quarter Panel,Left Rear Bumper,Left Side Doors,Left Front Quarter Panel,N,Unspecified,Unspecified,NISS -CAR/SUV,
20946034,4846414,2025-09-30T00:00:00.000,19:33,420ace2c-c2fe-48cd-be84-d3403b53c149,WY,Sedan,2011,West,1,F,Licensed,NY,Going Straight Ahead,Center Front End,Center Front End,Center Front End,Center Front End,,N,Following Too Closely,Following Too Closely,MERZ -CAR/SUV,
20945794,4846444,2025-09-30T00:00:00.000,12:56,abfba73f-d449-4ec9-94c9-7259f745ea60,NY,Sedan,2017,West,3,M,Licensed,NY,Going Straight Ahead,Left Front Quarter Panel,Left Front Quarter Panel,,,,N,Failure to Yield Right-of-Way,Driver Inattention/Distraction,MERZ -CAR/SUV,
20946876,4846800,2025-09-30T00:00:00.000,10:50,a337236e-6f44-4204-a196-6a1ce8783b39,NY,Sedan,2017,East,1,M,Licensed,NY,Making Right Turn,Left Side Doors,Left Rear Bumper,Left Rear Quarter Panel,Left Rear Bumper,Center Back End,N,Unspecified,Unspecified,FORD -CAR/SUV,
20946842,4846942,2025-09-30T00:00:00.000,10:20,26e278f4-e93c-4ed0-9a89-5700a589c458,NY,Station Wagon/Sport Utility Vehicle,2020,East,1,M,Licensed,NY,Going Straight Ahead,Left Front Bumper,Center Front End,Left Front Quarter Panel,,,Y,Fell Asleep,Driver Inattention/Distraction,HOND -CAR/SUV,
20946430,4846433,2025-09-30T00:00:00.000,9:45,f234cb45-40a4-4723-9460-07a48aebdf02,NY,Station Wagon/Sport Utility Vehicle,2018,East,2,M,Licensed,NY,Going Straight Ahead,Center Back End,No Damage,,,,N,Unspecified,Unspecified,MERZ -CAR/SUV,
20946990,4846776,2025-09-30T00:00:00.000,13:40,538a7c18-eb0c-4a5a-a2a6-3cc8213ce9f6,NY,Station Wagon/Sport Utility Vehicle,2022,West,1,F,Licensed,NY,Starting from Parking,Left Front Bumper,Left Front Bumper,Left Front Quarter Panel,No Damage,No Damage,N,Unspecified,Unspecified,SUBA -CAR/SUV,
20945818,4846458,2025-09-30T00:00:00.000,17:45,220c5156-ac83-4306-b88d-6bb62a3726c6,NY,Station Wagon/Sport Utility Vehicle,2013,Southwest,0,M,Licensed,NY,Making Right Turn,Right Front Bumper,Right Front Bumper,Right Front Quarter Panel,Right Front Quarter Panel,Right Front Quarter Panel,N,Unspecified,Unspecified,CHEV -CAR/SUV,
20946316,4846538,2025-09-30T00:00:00.000,17:00,cdbd0da5-969d-444c-b410-54d049707c42,,Bike,,South,1,M,Licensed,NY,Going Straight Ahead,Center Front End,Center Front End,No Damage,No Damage,No Damage,N,Driver Inattention/Distraction,Traffic Control Disregarded,,
20946174,4846614,2025-09-30T00:00:00.000,0:00,dcac53ca-aa62-496f-8869-eaedba440723,NY,Box Truck,2020,West,1,M,Licensed,NY,Going Straight Ahead,Right Front Bumper,Right Front Quarter Panel,,,,N,Unspecified,Unspecified,HINO -TRUCK/BUS,
20946994,4846778,2025-09-30T00:00:00.000,16:30,bfdb2c8b-6e07-4a9e-a6d6-c98d2aaef89d,MA,Sedan,,East,1,,,,Changing Lanes,Right Front Quarter Panel,Right Front Quarter Panel,Right Side Doors,Right Rear Quarter Panel,,Unspecified,Passing or Lane Usage Improper,Aggressive Driving/Road Rage,AUDI -CAR/SUV,
20945852,4846260,2025-09-30T00:00:00.000,6:31,e57a4732-adf0-441e-9348-322304077b20,NY,Station Wagon/Sport Utility Vehicle,2024,South,1,M,Licensed,NY,Making Left Turn,Center Front End,No Damage,,,,N,Driver Inattention/Distraction,Failure to Yield Right-of-Way,FORD -CAR/SUV,
20945822,4846485,2025-09-30T00:00:00.000,9:07,01f7182a-1dee-4ae2-ae87-b60943c3af85,NY,Station Wagon/Sport Utility Vehicle,2009,East,1,,,,Changing Lanes,Right Front Bumper,Right Front Quarter Panel,,,,N,Following Too Closely,Passing or Lane Usage Improper,TOYT -CAR/SUV,
20946530,4846513,2025-09-30T00:00:00.000,3:15,affb06ff-d7d8-4322-bf2d-fa5b603b1e2a,NY,Station Wagon/Sport Utility Vehicle,2021,North,3,F,Licensed,NY,Going Straight Ahead,Right Front Bumper,Right Front Bumper,Right Front Quarter Panel,No Damage,No Damage,N,Traffic Control Disregarded,Unspecified,TOYT -CAR/SUV,
20946201,4846733,2025-09-30T00:00:00.000,12:24,3899fc4e-d927-4f7d-872a-333c1febb651,PA,Sedan,2024,North,2,F,Licensed,NY,Going Straight Ahead,Left Front Quarter Panel,Left Front Quarter Panel,,,,N,Unspecified,Unspecified,HOND -CAR/SUV,
20946193,4846581,2025-09-30T00:00:00.000,9:03,757aaf27-67c9-4a64-9361-a77806c86b7a,NY,Pick-up Truck,2024,North,0,M,Licensed,NY,Backing,Right Rear Bumper,No Damage,No Damage,No Damage,No Damage,N,Backing Unsafely,Backing Unsafely,FORD -CAR/SUV,
20947039,4846818,2025-09-30T00:00:00.000,9:25,0cd5e6ac-b13c-40bd-ace3-e59cda45dc57,NY,Sedan,2015,East,2,F,Licensed,NY,Going Straight Ahead,Right Front Bumper,Right Front Bumper,,,,N,Following Too Closely,Following Too Closely,HOND -CAR/SUV,
20946888,4846979,2025-09-30T00:00:00.000,17:22,d0009206-53e2-4589-9145-6d61f57aa4c0,ZZ,,,North,,,,,Going Straight Ahead,Other,Other,Other,Other,Other,Unspecified,Unspecified,Unspecified,,
20946229,4846526,2025-09-30T00:00:00.000,23:00,c1c0eb45-8281-4d59-9aca-158eb41056b7,PA,,2024,South,,,,,Changing Lanes,Right Front Quarter Panel,Right Front Quarter Panel,,,,Unspecified,Driver Inattention/Distraction,Unspecified,MERZ -CAR/SUV,
20947081,4846792,2025-09-30T00:00:00.000,16:00,ce1ac3c7-97ca-4b58-937e-321e2b0be6e3,NY,Sedan,2021,North,1,F,Licensed,NY,Making Right Turn,Left Front Quarter Panel,Left Front Quarter Panel,,,,N,Unspecified,Unspecified,BMW -CAR/SUV,
20945736,4846392,2025-09-30T00:00:00.000,15:52,0fab6cd7-e979-4d13-ba57-d5b8bdb9ad0d,PA,Sedan,2012,West,2,M,Licensed,NY,Parked,Left Side Doors,Left Side Doors,Left Front Quarter Panel,,,N,Traffic Control Disregarded,Driver Inattention/Distraction,HOND -CAR/SUV,
20945550,4846476,2025-09-30T00:00:00.000,16:51,76b84725-8793-404b-a86a-a6768ecc6d89,NY,Sedan,2008,Northeast,0,,,,Parked,Left Side Doors,Left Rear Quarter Panel,Left Rear Bumper,Center Back End,Left Front Quarter Panel,N,Unspecified,Unspecified,SUBA -CAR/SUV,
20945702,4846435,2025-09-30T00:00:00.000,20:07,ef667e74-1595-49d4-91be-9f4a3f3a4aa8,NY,Station Wagon/Sport Utility Vehicle,2016,West,1,M,Licensed,NY,Starting in Traffic,Center Back End,Center Back End,Center Back End,Center Back End,Center Back End,N,Backing Unsafely,Driver Inattention/Distraction,ACUR -CAR/SUV,
20946365,4846723,2025-09-30T00:00:00.000,21:50,221513e1-5ad9-4d94-bbf5-613d00607db3,GA,Station Wagon/Sport Utility Vehicle,2014,South,2,M,Licensed,NY,Going Straight Ahead,Left Side Doors,Left Side Doors,No Damage,No Damage,No Damage,N,Other Vehicular,Unspecified,DODG -CAR/SUV,
20945484,4846499,2025-09-30T00:00:00.000,14:20,05023534-b262-4df3-8be6-e35a3b5ef145,NJ,Sedan,2013,South,1,M,,,Making Left Turn,Left Front Bumper,Center Front End,Right Front Bumper,Left Front Bumper,Right Front Bumper,N,Driver Inexperience,Driver Inattention/Distraction,FORD -CAR/SUV,
20946204,4846619,2025-09-30T00:00:00.000,7:56,ead23e09-47e6-4bc4-9cb6-b45bbaa092aa,OH,Sedan,2018,South,1,M,Licensed,NY,Going Straight Ahead,Left Side Doors,Left Front Quarter Panel,Left Front Quarter Panel,Left Front Quarter Panel,Left Front Quarter Panel,N,Driver Inattention/Distraction,Driver Inattention/Distraction,HYUN -CAR/SUV,
20945604,4846317,2025-09-30T00:00:00.000,12:05,fb4c06ed-5a7c-4fd9-89a1-2e652a68be69,NY,Box Truck,2022,East,1,M,Licensed,NY,Going Straight Ahead,Center Front End,Center Front End,,,,N,Following Too Closely,Driver Inattention/Distraction,FRHT-TRUCK/BUS,
20946173,4846522,2025-09-30T00:00:00.000,18:50,cff0ed8f-104c-4ac8-99c0-9dc41065699e,NY,Sedan,2017,South,0,,,,Parked,Left Front Bumper,Left Front Bumper,No Damage,No Damage,No Damage,N,Unspecified,Unspecified,KIA -CAR/SUV,
20946993,4846778,2025-09-30T00:00:00.000,16:30,93197f73-2328-41db-b0ca-c2dafe56ce5c,NY,Sedan,2020,East,1,M,Licensed,NY,Going Straight Ahead,Left Rear Quarter Panel,Left Side Doors,Left Front Quarter Panel,Left Front Bumper,,N,Unspecified,Unspecified,HOND -CAR/SUV,
20945715,4846461,2025-09-30T00:00:00.000,13:30,60b4bda3-f498-4cc7-b394-81eafbbc8942,,,,,,,,,,,,,,,Unspecified,,,,
20945993,4846478,2025-09-30T00:00:00.000,15:50,9518e1d2-fa0e-4c53-bfef-d643d3873f18,NJ,Station Wagon/Sport Utility Vehicle,2016,West,1,M,Licensed,NJ,Going Straight Ahead,Center Front End,Center Front End,,,,N,Following Too Closely,Unsafe Speed,FORD -CAR/SUV,
20946645,4846766,2025-09-30T00:00:00.000,7:26,35dd004a-d36a-4cec-8743-1647caa5916a,NY,Taxi,2021,South,1,M,Licensed,NY,Going Straight Ahead,Center Front End,Center Front End,,Center Front End,Center Front End,N,Failure to Yield Right-of-Way,Unspecified,TESL -CAR/SUV,
20945617,4846440,2025-09-30T00:00:00.000,1:07,a4c15faf-cf95-4f1b-9912-1d55eacdb1c3,,,,,,,,,,,,,,,Unspecified,,,,
20945680,4846464,2025-09-30T00:00:00.000,14:17,20bf21f8-0ab2-403b-9d23-1a05d483ff32,NY,Station Wagon/Sport Utility Vehicle,2023,East,1,M,Licensed,NY,Going Straight Ahead,Right Front Bumper,Right Front Bumper,Center Front End,No Damage,No Damage,N,Unspecified,Unspecified,TOYT -CAR/SUV,
20945743,4846257,2025-09-30T00:00:00.000,7:55,c4e4befd-7378-41d1-9eb5-aa212e5a70f8,CT,Station Wagon/Sport Utility Vehicle,2016,East,0,,,,Parked,Left Front Bumper,Left Front Quarter Panel,,,,N,Other Vehicular,Unspecified,SUBA -CAR/SUV,
20946160,4846610,2025-09-30T00:00:00.000,15:47,e4c4e7d2-78b8-4fba-a43b-edb730d44414,NY,Sedan,2023,North,1,F,Licensed,NY,Going Straight Ahead,Left Front Bumper,Left Front Bumper,No Damage,No Damage,No Damage,N,Driver Inattention/Distraction,Unspecified,AUDI -CAR/SUV,
20945487,4846500,2025-09-30T00:00:00.000,16:36,36598f59-9409-4e5a-b1a0-12c8ab845c1b,NY,Station Wagon/Sport Utility Vehicle,2019,North,1,F,Licensed,NY,Starting from Parking,Left Front Quarter Panel,Left Front Quarter Panel,Left Front Bumper,,,N,Other Vehicular,Other Vehicular,ACUR -CAR/SUV,
20946161,4846610,2025-09-30T00:00:00.000,15:47,f29b91cc-a1f0-4da8-9dc1-fd78ebe3e790,MD,Station Wagon/Sport Utility Vehicle,2020,North,3,M,Licensed,NY,Stopped in Traffic,Right Rear Bumper,Right Rear Bumper,No Damage,No Damage,No Damage,N,Unspecified,Unspecified,CHEV -CAR/SUV,
20946495,4846602,2025-09-30T00:00:00.000,22:30,3c1caf17-0afc-4c3a-8b67-d7da42cb6fad,NY,Station Wagon/Sport Utility Vehicle,2022,West,0,,,,Parked,Left Front Bumper,Left Front Bumper,Left Front Quarter Panel,Left Side Doors,No Damage,N,Unspecified,Unspecified,LEXS -CAR/SUV,
20945735,4846392,2025-09-30T00:00:00.000,15:52,2b5a7983-a159-448f-b2fb-092884180750,NY,Station Wagon/Sport Utility Vehicle,2019,West,2,M,Licensed,NY,Going Straight Ahead,Right Side Doors,Right Side Doors,Right Rear Quarter Panel,Right Rear Quarter Panel,,N,Unspecified,Unspecified,FORD -CAR/SUV,
20946363,4846723,2025-09-30T00:00:00.000,21:50,287025ff-8583-46a5-9a62-c9b27d1c4945,NY,Sedan,2014,South,1,F,Licensed,NY,Going Straight Ahead,Left Rear Bumper,Left Rear Bumper,No Damage,No Damage,No Damage,N,Other Vehicular,Unspecified,MERZ -CAR/SUV,
20946195,4846582,2025-09-30T00:00:00.000,17:49,9e846a7b-ff3b-485b-8775-bbc8e41b4563,,Standing S,,South,1,M,Licensed,NY,Making Right Turn,Center Front End,No Damage,No Damage,No Damage,No Damage,N,Unspecified,Unspecified,,
20946428,4846635,2025-09-30T00:00:00.000,0:20,d481ea3d-784a-4288-b63e-4287669907cb,NJ,Station Wagon/Sport Utility Vehicle,2008,North,0,M,,,Parked,Left Front Bumper,Center Front End,Right Front Bumper,Center Front End,Left Front Bumper,Unspecified,Fell Asleep,Driver Inattention/Distraction,MAZD -CAR/SUV,
20946798,4846814,2025-09-30T00:00:00.000,6:22,43b883a7-a72e-40b0-8eff-96a52940b126,NY,Sedan,2015,North,1,M,Licensed,NY,Going Straight Ahead,Left Front Bumper,Left Front Bumper,Center Front End,Right Front Bumper,,N,Unspecified,Unspecified,HYUN -CAR/SUV,
20945361,4846209,2025-09-30T00:00:00.000,2:05,7cf91def-b222-4829-a464-b64713411e99,NY,Station Wagon/Sport Utility Vehicle,2019,North,1,M,Licensed,NY,Going Straight Ahead,Center Front End,Center Front End,Center Front End,Center Front End,Center Front End,N,Unspecified,Unspecified,MERZ -CAR/SUV,
20945717,4846488,2025-09-30T00:00:00.000,13:40,210d3da2-a5fb-4751-b7e1-05f76f086fce,NY,Pick-up Truck,2008,North,1,M,Licensed,FL,Making Right Turn,Right Front Bumper,No Damage,No Damage,No Damage,No Damage,N,Turning Improperly,Passing Too Closely,CHEV -CAR/SUV,
20946029,4846382,2025-09-30T00:00:00.000,13:02,8a117096-5768-4f52-bc82-3fa84488b2e6,NY,Sedan,2025,East,0,F,Licensed,NY,Making Left Turn,Right Rear Quarter Panel,Right Rear Quarter Panel,Right Rear Bumper,Right Rear Bumper,Right Rear Quarter Panel,N,Unspecified,Unspecified,ACUR -CAR/SUV,
20946380,4846677,2025-09-30T00:00:00.000,11:17,9fb63d71-7615-47df-a993-575f2e92798e,NY,Station Wagon/Sport Utility Vehicle,2025,South,0,,,,Parked,Left Side Doors,Left Side Doors,Left Rear Quarter Panel,,,N,Unspecified,Unspecified,HOND -CAR/SUV,
20946406,4846594,2025-09-30T00:00:00.000,22:45,19772d71-4ecc-4e8c-a1af-1660d32799ea,NY,Station Wagon/Sport Utility Vehicle,2024,Unknown,0,,,,Parked,Left Side Doors,Left Side Doors,Left Side Doors,No Damage,No Damage,N,Unspecified,Unspecified,MAZD -CAR/SUV,
20946659,4846920,2025-09-30T00:00:00.000,10:40,9cab5ecc-6811-4ddd-800f-334088f15d08,NY,Taxi,2025,West,0,M,Licensed,NY,Parked,Left Front Bumper,Left Front Bumper,Other,No Damage,No Damage,N,Unspecified,Unspecified,TOYT -CAR/SUV,
20946651,4846852,2025-09-30T00:00:00.000,19:25,6c4eb85c-d015-4946-88bd-dd91f8f10de5,NY,Sedan,2021,West,2,M,Licensed,NY,Stopped in Traffic,Center Back End,Center Back End,Left Rear Bumper,,,N,Unspecified,Unspecified,VOLK -CAR/SUV,
20945763,4846467,2025-09-30T00:00:00.000,6:55,39136655-dcf9-4b1b-a4d5-3b5072d76286,,Bike,,West,1,M,Licensed,NY,Making Right Turn,Other,Other,Other,Other,Other,N,Unspecified,Unspecified,,
20946442,4846592,2025-09-30T00:00:00.000,15:20,db61af2d-663d-4564-aae6-8e04922f76f9,NY,Station Wagon/Sport Utility Vehicle,2017,East,1,M,Licensed,NY,Passing,Left Front Quarter Panel,Left Front Quarter Panel,No Damage,No Damage,,N,Passing or Lane Usage Improper,Unspecified,CHEV -CAR/SUV,
20945551,4846476,2025-09-30T00:00:00.000,16:51,328664b5-1666-4c1e-8d96-e96df947843f,NY,Moped,2023,Southeast,0,M,Licensed,NY,Making Right Turn,Left Front Bumper,Left Front Bumper,Center Front End,Right Front Bumper,,N,Aggressive Driving/Road Rage,Unsafe Speed,TQVC,
20945708,4846252,2025-09-30T00:00:00.000,7:50,1b381514-d101-497f-af18-5063b8cbb8e2,NY,Station Wagon/Sport Utility Vehicle,2007,West,1,M,Licensed,NY,Going Straight Ahead,Right Rear Quarter Panel,Right Rear Quarter Panel,No Damage,No Damage,No Damage,N,Unspecified,Unspecified,HOND -CAR/SUV,
20946874,4846892,2025-09-30T00:00:00.000,15:59,800cfb8c-070f-4f0e-be00-c81078c41054,NM,Sedan,2024,East,2,M,Licensed,NJ,Parked,Left Side Doors,Left Front Quarter Panel,No Damage,No Damage,Other,N,Unspecified,Unspecified,HYUN -CAR/SUV,
20946880,4846797,2025-09-30T00:00:00.000,17:56,ffead18c-2553-4a36-9544-68de491ead86,NY,Station Wagon/Sport Utility Vehicle,2024,East,0,,,,Parked,Left Front Quarter Panel,Left Front Quarter Panel,Left Front Quarter Panel,Left Front Quarter Panel,Left Front Quarter Panel,N,Unspecified,Unspecified,MAZD -CAR/SUV,
20945471,4846434,2025-09-30T00:00:00.000,17:17,76370cc1-e935-4d20-b232-021231bed953,NY,Station Wagon/Sport Utility Vehicle,2023,West,0,M,Licensed,NY,Slowing or Stopping,Center Back End,Center Back End,Center Front End,Center Back End,Center Front End,N,Other Vehicular,Other Vehicular,CHEV -CAR/SUV,
20946185,4846648,2025-09-30T00:00:00.000,8:46,2bdc1f6b-c10f-42e0-bafc-919fe46a6a76,NY,Station Wagon/Sport Utility Vehicle,2024,North,0,,,,Parked,Left Rear Quarter Panel,Left Side Doors,Left Front Quarter Panel,,,N,Unspecified,Unspecified,TOYT -CAR/SUV,
20946333,4846694,2025-09-30T00:00:00.000,15:59,5198445f-f33a-4cef-a10a-7be52798e6d5,,Bike,,South,1,M,,,Going Straight Ahead,No Damage,No Damage,No Damage,Other,No Damage,N,Other Vehicular,Other Vehicular,,
20945553,4846357,2025-09-30T00:00:00.000,13:00,91613e0c-945f-41a1-a8be-85d6fa71bcbd,PQ,Tractor Truck Diesel,2013,North,1,M,Licensed,PQ,Backing,Center Back End,Center Back End,,,,N,Unspecified,Unspecified,PTRB-TRUCK/BUS,
20946433,4846438,2025-09-30T00:00:00.000,17:58,022adbab-b2e7-4ad2-97e5-c23b1653dba8,,,,North,,,,,,Other,Other,,,,N,Unspecified,Unspecified,,
20946750,4846873,2025-09-30T00:00:00.000,11:40,1fef10d9-44da-4cba-91c1-e55bb2ea0f51,NY,Garbage or Refuse,2025,South,1,F,Licensed,NY,Passing,Right Front Bumper,Right Front Bumper,,,,N,Driver Inattention/Distraction,Following Too Closely,MACK-TRUCK/BUS,
20946586,4846735,2025-09-30T00:00:00.000,21:32,3c5a6ae7-2279-4e38-81ed-a8b48f420b2b,,,,,,,,,,,,,,,Unspecified,,,,
20946265,4846541,2025-09-30T00:00:00.000,9:30,fd50d289-2d0c-437c-980a-2dc25489f635,NY,Bus,2013,North,1,M,Licensed,NY,Going Straight Ahead,Right Front Bumper,Right Front Bumper,No Damage,No Damage,No Damage,N,Driver Inattention/Distraction,Unspecified,STARCRAFT,
20946186,4846648,2025-09-30T00:00:00.000,8:46,3a911838-3c84-46ba-ac27-2fe83f4cc4d9,,,,North,,,,,Going Straight Ahead,Right Front Quarter Panel,Right Side Doors,,,,N,Driver Inattention/Distraction,Following Too Closely,,
20945762,4846467,2025-09-30T00:00:00.000,6:55,73df1231-ec6d-4250-814e-7300a1dd557b,NY,Taxi,2019,East,1,M,Licensed,NY,Making Left Turn,Center Front End,No Damage,No Damage,No Damage,No Damage,N,Unspecified,Unspecified,TOYT -CAR/SUV,
20946024,4846377,2025-09-30T00:00:00.000,10:03,05e57118-b6cc-4af5-a20f-88d2d92d103e,NY,Station Wagon/Sport Utility Vehicle,2007,West,1,M,Licensed,NY,Making Right Turn,Right Side Doors,Right Side Doors,Right Side Doors,Right Side Doors,Right Side Doors,N,Unspecified,Unspecified,FORD -CAR/SUV,
20945772,4846349,2025-09-30T00:00:00.000,1:55,702093c2-b9c2-4564-a5e8-fdce31fd43a2,DE,Sedan,2018,South,1,M,Licensed,DE,Going Straight Ahead,Center Front End,Right Front Quarter Panel,Right Front Bumper,No Damage,No Damage,N,Alcohol Involvement,Driver Inattention/Distraction,HYUN -CAR/SUV,
20946718,4846772,2025-09-30T00:00:00.000,17:07,47feee40-98d5-46ca-a967-5f02925065af,NY,Bus,2021,North,0,,,,Going Straight Ahead,Left Front Bumper,Left Front Bumper,,,,N,Oversized Vehicle,Unspecified,NOVB,
20945885,4846482,2025-09-30T00:00:00.000,21:00,fa9d1493-87e9-4030-ab0a-08de1f0b15d2,,,,North,,,,,Going Straight Ahead,Right Front Bumper,Right Front Bumper,,,,N,Driver Inexperience,Following Too Closely,,
20945994,4846480,2025-09-30T00:00:00.000,19:42,ffca190d-f8a0-4c87-ac2e-f9d67a3e8b58,NF,Pick-up Truck,2022,West,0,,,,Parked,Center Back End,Right Rear Bumper,Right Rear Quarter Panel,,,N,Unspecified,Unspecified,TOYT -CAR/SUV,
20946218,4846609,2025-09-30T00:00:00.000,16:45,bb03b568-c9e7-47cd-9067-61ffd2efc531,NY,Bus,2019,East,11,M,Licensed,NY,Going Straight Ahead,Left Front Quarter Panel,Left Front Quarter Panel,,,,N,Following Too Closely,Passing or Lane Usage Improper,FRHT-TRUCK/BUS,
20945488,4846500,2025-09-30T00:00:00.000,16:36,c626cea8-5450-43c8-9980-7b927d38bacb,ZZ,Dirt Bike,,North,1,M,,,Going Straight Ahead,No Damage,No Damage,No Damage,No Damage,No Damage,N,Unsafe Speed,Unsafe Speed,,
20945629,4846427,2025-09-30T00:00:00.000,12:30,a5832c15-a986-4713-8cf7-e2fbfd5ebb5b,,,,Northeast,,,,,Making Right Turn,Center Front End,Center Front End,,,,Unspecified,Driver Inattention/Distraction,,,
20945618,4846355,2025-09-30T00:00:00.000,11:00,656f434d-d930-4300-a2e1-917e4c00a341,NY,Box Truck,2017,South,1,M,Licensed,NY,Going Straight Ahead,Center Front End,Center Front End,Center Front End,Center Front End,Center Front End,N,Driver Inattention/Distraction,Driver Inattention/Distraction,CHEV-TRUCK/BUS,
20945802,4846445,2025-09-30T00:00:00.000,21:00,44bb6552-5f90-4216-a5b1-929f848c6d79,,Bike,,Unknown,1,M,,,Going Straight Ahead,Center Front End,Center Front End,No Damage,No Damage,No Damage,N,Driver Inattention/Distraction,Driver Inattention/Distraction,,
20946861,4846857,2025-09-30T00:00:00.000,22:45,fc307870-c384-4cc4-81df-659c880e5828,NY,Station Wagon/Sport Utility Vehicle,2022,West,1,M,Licensed,NY,Changing Lanes,Right Front Quarter Panel,Right Front Quarter Panel,,,,N,Driver Inattention/Distraction,Unsafe Lane Changing,FORD -CAR/SUV,
20946580,4846517,2025-09-30T00:00:00.000,17:30,4f95e705-35ef-4c8d-a3a0-061fba0c04a8,NJ,Station Wagon/Sport Utility Vehicle,2016,West,1,,,,Going Straight Ahead,Right Front Bumper,Right Front Bumper,Center Front End,,,Unspecified,Driver Inattention/Distraction,Unspecified,KIA -CAR/SUV,
20946590,4846553,2025-09-30T00:00:00.000,20:40,f256f791-8cfb-4997-a4c4-12638c263ca9,NY,Sedan,2022,Unknown,1,M,Licensed,NY,Parked,Left Side Doors,Left Side Doors,No Damage,No Damage,No Damage,N,Unspecified,Unspecified,TESL -CAR/SUV,
20945929,4846448,2025-09-30T00:00:00.000,18:54,5792fbd2-3f39-469f-bdeb-f4f12017d02b,NY,Sedan,2010,West,2,F,Licensed,NY,Going Straight Ahead,Right Front Bumper,Right Front Bumper,,,,N,Driver Inattention/Distraction,Driver Inattention/Distraction,TOYT -CAR/SUV,
20946952,4846992,2025-09-30T00:00:00.000,1:20,55720d7e-dddc-46bb-babb-6f2db12ee483,NJ,Sedan,2009,West,0,M,Licensed,NY,Parked,Center Back End,Center Back End,Right Rear Bumper,Left Rear Bumper,No Damage,N,Unspecified,Unspecified,NISS -CAR/SUV,
20946799,4846814,2025-09-30T00:00:00.000,6:22,06480c25-f52e-40b0-a02e-b753dfe629ef,NY,Station Wagon/Sport Utility Vehicle,2010,East,1,F,Licensed,NY,Going Straight Ahead,Right Side Doors,Right Rear Quarter Panel,Right Rear Bumper,,,N,Unspecified,Unspecified,LEXS -CAR/SUV,
20946020,4846373,2025-09-30T00:00:00.000,7:00,6c3769e7-8364-4d3f-8139-f82017e5bdcb,NY,Station Wagon/Sport Utility Vehicle,2025,South,1,M,Licensed,NY,Parked,Left Front Bumper,Left Front Bumper,,,,N,Unspecified,Unspecified,Range Rover,
